weight,SMILES,Solvent,"T,K",Source,Solubility,SMILES_Solvent,ensemble_rdkit,dipole,SASA
0.25,Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,water,298.15,AqSolDB,-8.06,O,failed,0.046897155204577934,462.5116702161167
1.0,Brc1ccc(Br)c(Br)c1,water,298.15,AqSolDB,-4.54431,O,failed,0.9671672990624482,327.5849975180843
1.0,Brc1ccc(Br)cc1,water,298.15,AqSolDB,-4.07069,O,failed,6.519942752230102e-06,300.7441493891213
1.0,Brc1ccc(C2=CC(c3ccco3)N3NN=NC3=N2)cc1,water,298.15,AqSolDB,-6.06,O,failed,3.0262695693222814,488.23011842742625
1.0,Brc1ccc(C2=CC(c3ccco3)n3nnnc3N2)cc1,water,298.15,AqSolDB,-6.06,O,failed,1.682455026511932,493.70539254452075
1.0,Brc1ccc(C2=CSC3=NCCN23)cc1,water,298.15,AqSolDB,-3.99,O,failed,0.4338243588045066,410.6878803959939
1.0,Brc1ccc(C2=Nn3cnnc3SC2)cc1,water,298.15,AqSolDB,-4.14,O,failed,1.8731051974486035,418.4375075330737
1.0,Brc1ccc(C2NCCS2)cc1,water,298.15,AqSolDB,-3.92,O,failed,1.8027881180461502,372.6941258018805
1.0,Brc1ccc(C2[NH2+]CCS2)cc1,water,298.15,AqSolDB,-3.92,O,failed,5.2780393091687925,377.658240211851
1.0,Brc1ccc(C=NNc2nc3ccccc3o2)cc1,water,298.15,AqSolDB,-5.65,O,failed,1.7463379797063332,487.24249420389515
1.0,Brc1ccc(C=Nn2cnnc2)s1,water,298.15,AqSolDB,-4.05,O,failed,1.9992456155952192,382.92111915092295
1.0,Brc1ccc(CN2CCC(N3CCCCCC3)CC2)cc1,water,298.15,AqSolDB,-3.03,O,failed,1.5889247341870856,550.4320369719622
1.0,Brc1ccc(CN2CCCCCC2)cc1,water,298.15,AqSolDB,-4.33,O,failed,1.8239348850592931,433.9354719238742
1.0,Brc1ccc(CN2CCN(c3ccccc3)CC2)o1,water,298.15,AqSolDB,-4.15,O,failed,1.3496804292797941,496.66401763528967
1.0,Brc1ccc(CNCC2CCCO2)cc1,water,298.15,AqSolDB,-3.9,O,failed,1.7070669746663742,438.87501309260057
1.0,Brc1ccc(CNc2ccc3ncccc3c2)cc1,water,298.15,AqSolDB,-6.02,O,failed,1.5607817320876562,484.3657091587272
1.0,Brc1ccc(COc2cccc3cccnc23)cc1,water,298.15,AqSolDB,-5.14,O,failed,2.104202682149528,485.49375006378403
1.0,Brc1ccc(COn2ccnc2)cc1,water,298.15,AqSolDB,-3.82,O,failed,1.672918980044183,390.4313748391309
1.0,Brc1ccc(CSc2ccc(-c3ccco3)nn2)cc1,water,298.15,AqSolDB,-5.76,O,failed,1.6479197005113357,511.23341453344483
1.0,Brc1ccc(C[NH+]2CCCCCC2)cc1,water,298.15,AqSolDB,-4.33,O,failed,6.9246531608121495,436.8008569156344
1.0,Brc1ccc(C[NH+]2CCN(c3ccccc3)CC2)o1,water,298.15,AqSolDB,-4.16,O,failed,3.1212594096599364,504.0732992192145
1.0,Brc1ccc(C[NH2+]CC2CCCO2)cc1,water,298.15,AqSolDB,-3.9,O,failed,7.4314742950446435,450.4218335535256
1.0,Brc1ccc(I)cc1,water,298.15,AqSolDB,-4.50362,O,failed,0.009435300442158857,310.64482866402767
1.0,Brc1ccc(Nc2[nH]cnc3nncc2-3)cc1,water,298.15,AqSolDB,-4.54,O,failed,3.5352744119434583,424.4525366565614
1.0,Brc1ccc(Nc2nc(-c3cccnc3)cs2)cc1,water,298.15,AqSolDB,-6.04,O,failed,1.7370341193920031,485.1116527402706
1.0,Brc1ccc(Nc2ncnc3[nH]ncc23)cc1,water,298.15,AqSolDB,-4.54,O,failed,1.453977941283695,426.2419617309123
1.0,Brc1ccc(OCCCCN2CCCCC2)cc1,water,298.15,AqSolDB,-3.88,O,failed,2.1183811899470326,516.7441556994297
1.0,Brc1ccc(OCCCC[NH+]2CCCCC2)cc1,water,298.15,AqSolDB,-3.89,O,failed,9.650493428965778,488.5103818939471
1.0,Brc1ccc(OCCCOc2cccc3cccnc23)cc1,water,298.15,AqSolDB,-5.65,O,failed,2.3337518603921525,541.7150127984055
1.0,Brc1ccc(OCCN2CCOCC2)cc1,water,298.15,AqSolDB,-3.99,O,failed,1.4509769140949669,457.68143753043
1.0,Brc1ccc(OCC[NH+]2CCOCC2)cc1,water,298.15,AqSolDB,-4.0,O,failed,8.919315367424579,458.1612251109958
1.0,Brc1ccc(OCc2cn3ccccc3n2)cc1,water,298.15,AqSolDB,-4.76,O,failed,2.0489996581173746,464.81827789242703
1.0,Brc1ccc(OCc2nc3ccccc3[nH]2)cc1,water,298.15,AqSolDB,-5.1,O,failed,1.5940385274858748,464.2840984861323
1.0,Brc1ccc(OCc2nnnn2-c2ccccc2)cc1,water,298.15,AqSolDB,-4.72,O,failed,2.348847361140042,456.2438502345261
1.0,Brc1ccc2[nH]c3c(c2c1)CCC3,water,298.15,AqSolDB,-4.88,O,failed,2.655680953584416,377.03300590267486
1.0,Brc1ccc2c(c1)C1OCCC1C(c1cccs1)N2,water,298.15,AqSolDB,-5.38,O,failed,2.5746634183530452,467.1423801930375
0.675,Brc1ccc2c(c1)Sc1ccccc1N2,water,298.15,AqSolDB,-6.1107,O,failed,2.271538033232203,401.9839803046626
1.0,Brc1ccc2c(c1)[C@H]1OCC[C@H]1[C@@H](c1cccs1)N2,water,298.15,AqSolDB,-5.38,O,failed,2.5851402276494095,469.39759627480464
1.0,Brc1ccc2ccccc2c1,water,298.15,AqSolDB,-4.40002,O,failed,1.5214582726341772,333.0238845093786
1.0,Brc1ccc2ncnc(NCc3cccnc3)c2c1,water,298.15,AqSolDB,-3.96,O,failed,1.043521723918815,467.78894755409914
1.0,Brc1ccc2oc(-c3cc[nH]n3)cc2c1,water,298.15,AqSolDB,-5.72,O,failed,2.700887067728734,400.61299727610105
1.0,Brc1ccc2oc(-c3ccn[nH]3)cc2c1,water,298.15,AqSolDB,-5.72,O,failed,0.7907664246745653,398.5671287840248
1.0,Brc1cccc(-c2cnco2)c1,water,298.15,AqSolDB,-4.75,O,failed,1.166044626426457,347.6344737784341
1.0,Brc1cccc(/C=N/Nc2nn[nH]n2)c1,water,298.15,AqSolDB,-4.36,O,failed,1.5673484257196206,408.05071212225533
1.0,Brc1cccc(Br)c1,water,298.15,AqSolDB,-3.54114,O,failed,1.2633878558246658,301.1141608005815
1.0,Brc1cccc(Br)c1Br,water,298.15,AqSolDB,-5.04004,O,failed,1.951481860602892,321.11475656267714
1.0,Brc1cccc(C2Nc3cccc4cccc(c34)N2)c1,water,298.15,AqSolDB,-6.04,O,failed,1.107891150247116,486.3140107836325
1.0,Brc1cccc(C=NNc2nn[n-]n2)c1,water,298.15,AqSolDB,-4.36,O,failed,2.1239237025594417,402.4335185113498
1.0,Brc1cccc(C=NNc2nn[nH]n2)c1,water,298.15,AqSolDB,-4.36,O,failed,1.5674437129898038,408.08139809903224
1.0,Brc1cccc(C=Nc2cccc3ncccc23)c1,water,298.15,AqSolDB,-4.41,O,failed,1.2060750178838582,483.12707165863765
1.0,Brc1cccc(CN2CCCCCC2)c1,water,298.15,AqSolDB,-4.25,O,failed,1.66473166068788,433.0069507342149
1.0,Brc1cccc(CN2CCN(c3ncccn3)CC2)c1,water,298.15,AqSolDB,-4.12,O,failed,1.5418610137501203,506.57269737194497
1.0,Brc1cccc(CNCC2CCCO2)c1,water,298.15,AqSolDB,-3.82,O,failed,1.7658135884271267,441.59457731362943
1.0,Brc1cccc(CNCc2ccncc2)c1,water,298.15,AqSolDB,-3.82,O,failed,1.4882556800583322,437.9681402228049
1.0,Brc1cccc(CNn2cnnc2)c1,water,298.15,AqSolDB,-4.05,O,failed,2.097735626632891,378.0674369143221
1.0,Brc1cccc(C[NH+]2CCCCCC2)c1,water,298.15,AqSolDB,-4.25,O,failed,6.281074582963928,436.86139517894225
1.0,Brc1cccc(C[NH+]2CCN(c3ncccn3)CC2)c1,water,298.15,AqSolDB,-4.12,O,failed,2.3227838789749846,512.2150087814257
1.0,Brc1cccc(C[NH2+]CC2CCCO2)c1,water,298.15,AqSolDB,-3.83,O,failed,6.610657553691654,450.3594200468727
1.0,Brc1cccc(C[NH2+]Cc2ccncc2)c1,water,298.15,AqSolDB,-3.83,O,failed,3.359885021444335,446.0483880985373
1.0,Brc1cccc(Nc2nc(-c3cccnc3)cs2)c1,water,298.15,AqSolDB,-6.22,O,failed,1.5818002857129185,482.5503116031245
0.35,Brc1cccc(Nc2nc3c(N4CCCC4)ncnc3s2)c1,water,298.15,AqSolDB,-3.39942,O,failed,1.2802135076631274,511.65579410620336
0.35,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,water,298.15,AqSolDB,-1.39794,O,failed,2.806330242335776,567.6645265010919
0.35,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,water,298.15,AqSolDB,-1.45593,O,failed,3.3345116770669216,602.7365473614893
0.25,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,water,298.15,AqSolDB,-2.82,O,failed,2.645579743953361,497.78726117495376
0.25,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,water,298.15,AqSolDB,-3.96,O,failed,1.5258918748130892,490.8015990161905
0.35,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,water,298.15,AqSolDB,-7.35655,O,failed,2.051041648012922,658.7557392494554
0.35,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,water,298.15,AqSolDB,-7.63827,O,failed,3.09243474487992,574.1819709019625
0.35,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,water,298.15,AqSolDB,-8.0,O,failed,2.008371353016113,628.7124318563485
0.35,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,water,298.15,AqSolDB,-7.82391,O,failed,3.6513010423070527,606.4021380908889
0.35,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,water,298.15,AqSolDB,-7.76955,O,failed,1.0467055644724268,557.1487878372463
0.35,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,water,298.15,AqSolDB,-7.92082,O,failed,1.7748530130378002,592.0857362373164
1.0,Brc1cccc(OCCCCn2cncn2)c1,water,298.15,AqSolDB,-4.33,O,failed,1.5647742045255653,471.33926033533595
1.0,Brc1cccc2ccccc12,water,298.15,AqSolDB,-4.34889,O,failed,1.4088234502483792,327.18378287848935
1.0,Brc1cccc2sc(N3CCCC3)nc12,water,298.15,AqSolDB,-4.74,O,failed,2.019200149654667,419.12279505075935
1.0,Brc1ccccc1,water,298.15,AqSolDB,-2.55151,O,failed,1.3837823038333084,267.6530778615191
1.0,Brc1ccccc1-c1cnco1,water,298.15,AqSolDB,-4.42,O,failed,1.7316940343443896,338.02127945551655
1.0,Brc1ccccc1-c1nc2c3ccccc3ncn2n1,water,298.15,AqSolDB,-4.29,O,failed,1.5037685388739956,466.24110693534675
1.0,Brc1ccccc1/C=N/N1CCCCC1,water,298.15,AqSolDB,-5.73,O,failed,1.3392279655246677,428.9247830554105
1.0,Brc1ccccc1/C=N/Nc1ccccn1,water,298.15,AqSolDB,-5.96,O,failed,1.3738838316392186,434.34236741391527
1.0,Brc1ccccc1/C=N/Nc1nc2ccccc2o1,water,298.15,AqSolDB,-5.8,O,failed,1.301295161881517,477.7411090489119
1.0,Brc1ccccc1Br,water,298.15,AqSolDB,-3.5,O,failed,1.9625700658575824,294.6339272664831
1.0,Brc1ccccc1C1=Nn2c(nnc2-c2ccco2)SC1,water,298.15,AqSolDB,-4.18,O,failed,3.141684395039445,493.84758272600635
1.0,Brc1ccccc1C1N=C(c2ccccc2)NO1,water,298.15,AqSolDB,-4.46,O,failed,1.8184829058825855,452.26546930901424
1.0,Brc1ccccc1C1NC(c2ccccc2)=NO1,water,298.15,AqSolDB,-4.46,O,failed,1.5971508041684168,452.7056086508917
1.0,Brc1ccccc1C1Nc2cccc3cccc(c23)N1,water,298.15,AqSolDB,-5.06,O,failed,1.6417954695868497,477.5215876946598
1.0,Brc1ccccc1C=NN1CCCCC1,water,298.15,AqSolDB,-5.73,O,failed,1.30383266283466,431.0854400561021
1.0,Brc1ccccc1C=NNc1ccccn1,water,298.15,AqSolDB,-5.96,O,failed,1.3761804100997481,435.9845354688348
1.0,Brc1ccccc1C=NNc1nc2ccccc2o1,water,298.15,AqSolDB,-5.8,O,failed,1.3014138207291581,477.88844931536914
1.0,Brc1ccccc1CN1CCC(Cc2ccccc2)CC1,water,298.15,AqSolDB,-5.12,O,failed,1.2666522620928733,529.4315469192129
1.0,Brc1ccccc1CN1CCC(N2CCCCCC2)CC1,water,298.15,AqSolDB,-3.03,O,failed,1.4428964915733236,537.6556083652953
1.0,Brc1ccccc1C[NH+]1CCC(Cc2ccccc2)CC1,water,298.15,AqSolDB,-5.12,O,failed,1.9624200609807356,532.4080167499137
1.0,Brc1ccccc1Cn1cnc2ccccc21,water,298.15,AqSolDB,-4.01,O,failed,1.6142259384424593,428.9957596177102
1.0,Brc1ccccc1OCCCCN1CCCCC1,water,298.15,AqSolDB,-3.9,O,failed,1.7788827582150906,507.8328874753329
1.0,Brc1ccccc1OCCCC[NH+]1CCCCC1,water,298.15,AqSolDB,-3.9,O,failed,5.520081285252979,465.5000947016123
1.0,Brc1ccccc1OCCCOc1cccc2cccnc12,water,298.15,AqSolDB,-5.38,O,failed,1.4290101350159994,461.02066881899344
1.0,Brc1ccccc1OCCN1CCCC1,water,298.15,AqSolDB,-3.93,O,failed,1.660374019055422,432.98635429312594
1.0,Brc1ccccc1OCC[NH+]1CCCC1,water,298.15,AqSolDB,-3.93,O,failed,5.290186927314128,412.97089049645933
1.0,Brc1ccccc1OCC[NH+]1CCOCC1,water,298.15,AqSolDB,-3.71,O,failed,4.917471522206355,424.5274634328768
1.0,Brc1ccccn1,water,298.15,AqSolDB,-0.880915,O,failed,1.913787126258089,262.0827134819478
1.0,Brc1ccsc1-c1csc(-c2ccncc2)n1,water,298.15,AqSolDB,-5.08,O,failed,1.447333851388199,440.368578745681
1.0,Brc1ccsc1/C=N/Nc1ccccc1,water,298.15,AqSolDB,-5.34,O,failed,0.801100082942523,430.9230082117728
1.0,Brc1ccsc1C=NNc1ccccc1,water,298.15,AqSolDB,-5.34,O,failed,0.808208084342603,431.06169197036695
0.35,Brc1cnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)nc2c1N1CCN(Cc2cccnc2)CC1,water,298.15,AqSolDB,-4.26205,O,failed,2.5076007371876172,768.3003663550317
1.0,Brc1cnc2ccccc2c1N1CCCCC1,water,298.15,AqSolDB,-5.38,O,failed,1.2741172194584187,432.58653640493714
1.0,Brc1cnc2nc(SC/C=C/c3ccccc3)[nH]c2c1,water,298.15,AqSolDB,-6.06,O,failed,1.871529402080197,522.0293041337674
1.0,Brc1cnc2nc(SCc3nc4ccccc4[nH]3)[nH]c2c1,water,298.15,AqSolDB,-5.48,O,failed,1.1342491411573803,510.27935136060324
1.0,Brc1cnc2nc[nH]c2c1,water,298.15,AqSolDB,-3.82,O,failed,2.291652926632273,300.49231666143027
1.0,Brc1nc(-c2ccccc2)nc(-c2ccccc2)c1Br,water,298.15,AqSolDB,-5.99,O,failed,2.0972842660489857,501.3795650316388
1.0,Brc1nc(Br)n(Cc2ccccc2)n1,water,298.15,AqSolDB,-4.26,O,failed,1.988926507237942,402.7067886270386
0.6625,C#CC,water,298.15,AqSolDB,-0.41,O,failed,0.2982076916451237,187.07205787638216
0.675,C#CC#C,water,298.15,AqSolDB,-0.724037,O,failed,3.2093159637600377e-07,201.39354451371096
0.25,C#CC(C)(C)C,water,298.15,AqSolDB,-2.61356,O,failed,0.24303344705590196,268.2467679362415
0.25,C#CC(C)(C)N,water,298.15,AqSolDB,1.03166,O,failed,0.34910704667506853,262.0773160148825
1.0,C#CC=C,water,298.15,AqSolDB,-1.46272,O,failed,0.0903349464865881,210.21262862487393
0.675,C#CCBr,water,298.15,AqSolDB,-0.902074,O,failed,1.356192658773477,223.85307739190569
1.0,C#CCC,water,298.15,AqSolDB,-1.26143,O,failed,0.26979068981177173,219.41184062354864
1.0,C#CCCC,water,298.15,AqSolDB,-1.63896,O,failed,0.27173882660076304,247.08243319732554
1.0,C#CCn1c(=O)cc(C)c2ccccc21,water,298.15,AqSolDB,-3.82,O,failed,1.724502923167004,391.31256352662
1.0,C#CCn1cnc2c(oc3ccccc32)c1=O,water,298.15,AqSolDB,-3.82,O,failed,1.0861022873155284,415.4470953337766
0.35,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,water,298.15,AqSolDB,-6.52114,O,failed,2.04371974703838,534.3702003827015
1.0,c1ccc2nc(SCc3cn4ccccc4n3)cnc2c1,water,298.15,AqSolDB,-3.82,O,failed,1.7454553403149884,490.5669762455582
1.0,c1ccc2nc3c(cc2c1)CCCCC3,water,298.15,AqSolDB,-4.76,O,failed,0.7848361122546514,394.8614490676087
1.0,c1ccc2nc3c(nc2c1)CCCC3,water,298.15,AqSolDB,-3.82,O,failed,0.3977175103891696,372.98167469602043
1.0,c1ccc2nc3c(nc2c1)OCC1CCCCN31,water,298.15,AqSolDB,-4.01,O,failed,1.585018412834984,422.88741788123065
1.0,c1ccc2nc3ccccc3cc2c1,water,298.15,AqSolDB,-3.66965,O,failed,0.7194529467738958,361.28326051366815
1.0,c1ccc2nc3ccccc3nc2c1,water,298.15,AqSolDB,-4.17,O,failed,2.7259521809939917e-05,357.1628725382199
0.35,c1ccc2ncc(-c3nccnc3OC3CN(c4ccc5ccccc5n4)C3)cc2c1,water,298.15,AqSolDB,-6.0,O,failed,1.0524627785498235,617.8269584253713
1.0,c1ccc2ncccc2c1,water,298.15,AqSolDB,-1.31058,O,failed,0.7754408110858347,294.14238418138484
0.675,c1ccc2nccnc2c1,water,298.15,AqSolDB,0.705037,O,failed,0.2968381104266551,288.71194451770674
