weight,SMILES,Solvent,"T,K",Source,Solubility,SMILES_Solvent,ensemble_rdkit,dipole,SASA
0.675,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,water,298.15,AqSolDB,-9.53904,O,ConformerEnsemble(1 conformers),4.11570199274549e-05,393.2569745439483
0.25,Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,water,298.15,AqSolDB,-9.12999,O,ConformerEnsemble(16 conformers),1.0609818665126685,586.8393313038118
0.25,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,water,298.15,AqSolDB,-9.9819,O,ConformerEnsemble(8 conformers),0.1267939299147891,596.2230100114987
1.0,Brc1c(NC2=NCCN2)ccc2nccnc12,water,298.15,AqSolDB,-4.42,O,ConformerEnsemble(3 conformers),0.956241035730891,430.35278480795193
1.0,Brc1c(NC2=[NH+]CCN2)ccc2nccnc12,water,298.15,AqSolDB,-4.42,O,ConformerEnsemble(4 conformers),5.314019047598241,432.76409813332424
1.0,Brc1c[nH+]c2ccccc2c1N1CCCCC1,water,298.15,AqSolDB,-5.39,O,ConformerEnsemble(4 conformers),0.898758729475196,432.6906095394737
1.0,Brc1c[nH]c2nc(SCC=Cc3ccccc3)nc-2c1,water,298.15,AqSolDB,-6.06,O,ConformerEnsemble(34 conformers),0.8690482371663532,521.0933804305959
1.0,Brc1c[nH]c2nc(SCc3nc4ccccc4[nH]3)nc-2c1,water,298.15,AqSolDB,-5.48,O,ConformerEnsemble(8 conformers),2.1643131090932695,510.32859562369305
1.0,Brc1c[nH]c2ncnc-2c1,water,298.15,AqSolDB,-3.82,O,ConformerEnsemble(1 conformers),1.5883585011532324,299.9522858665369
1.0,Brc1cc(-c2ccccc2)nc(-c2ccccc2)n1,water,298.15,AqSolDB,-6.02,O,ConformerEnsemble(8 conformers),1.6935750561772989,479.21293808419614
0.25,Brc1cc(Br)c(-c2ccccc2)c(Br)c1,water,298.15,AqSolDB,-7.3,O,ConformerEnsemble(2 conformers),0.6378656328843291,432.1504441889839
1.0,Brc1cc(Br)c(Br)cc1Br,water,298.15,AqSolDB,-6.98531,O,ConformerEnsemble(1 conformers),3.39732900562683e-05,354.90585306900635
0.675,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,water,298.15,AqSolDB,-6.53863,O,ConformerEnsemble(19 conformers),0.3629622798073442,583.2243805262383
0.25,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,water,298.15,AqSolDB,-8.1979,O,ConformerEnsemble(8 conformers),0.9498172145072689,527.3660579516286
1.0,Brc1cc(Br)c2nc3c(cc2c1)CCC3,water,298.15,AqSolDB,-5.24,O,ConformerEnsemble(1 conformers),2.531318534790975,419.98430725697796
1.0,Brc1cc(Br)cc(Br)c1,water,298.15,AqSolDB,-5.60006,O,ConformerEnsemble(1 conformers),7.75289086140235e-06,334.0352328470271
1.0,Brc1cc(Br)cc(CN2CCSCC2)c1,water,298.15,AqSolDB,-5.64,O,ConformerEnsemble(25 conformers),1.311786648693638,451.30800417759167
1.0,Brc1cc(Br)cc(C[NH+]2CCSCC2)c1,water,298.15,AqSolDB,-5.64,O,ConformerEnsemble(31 conformers),3.926025213977496,455.34519705776523
1.0,Brc1cc(Cc2nnc(-c3ccccc3)o2)c(Br)s1,water,298.15,AqSolDB,-6.0,O,ConformerEnsemble(9 conformers),1.099510756561388,497.8919531908557
1.0,Brc1cc2c(cc1-c1nc3ccccc3s1)OCO2,water,298.15,AqSolDB,-5.68,O,ConformerEnsemble(2 conformers),1.1550318936287753,456.5020139846905
1.0,Brc1cc2c(cc1CSc1ncccn1)OCO2,water,298.15,AqSolDB,-5.56,O,ConformerEnsemble(7 conformers),1.3890577961869495,445.45086780270094
0.675,Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,water,298.15,AqSolDB,-6.83982,O,ConformerEnsemble(1 conformers),0.7200423421964997,462.18621936880805
0.25,Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,water,298.15,AqSolDB,-9.351,O,ConformerEnsemble(2 conformers),1.4053415565436564,542.5939277480605
0.25,Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,water,298.15,AqSolDB,-7.7563,O,ConformerEnsemble(2 conformers),2.161942343287921,503.2776766585687
0.25,Brc1ccc(-c2ccc(Br)cc2)cc1,water,298.15,AqSolDB,-7.74,O,ConformerEnsemble(4 conformers),2.7064144874473336e-05,413.6478218815242
1.0,Brc1ccc(-c2ccccc2)cc1,water,298.15,AqSolDB,-5.55183,O,ConformerEnsemble(4 conformers),1.5433378815311087,380.2967309556429
1.0,Brc1ccc(-c2cn3ccccc3n2)cc1,water,298.15,AqSolDB,-5.53,O,ConformerEnsemble(2 conformers),2.680754413360798,422.8296177737897
1.0,Brc1ccc(-c2cnco2)cc1,water,298.15,AqSolDB,-5.01,O,ConformerEnsemble(2 conformers),0.7007821099186493,347.5729974660608
1.0,Brc1ccc(-c2csc(N3CCCCCC3)n2)cc1,water,298.15,AqSolDB,-5.45,O,ConformerEnsemble(19 conformers),2.437785171991044,492.91239330523797
1.0,Brc1ccc(-c2csc(N3CCOCC3)n2)cc1,water,298.15,AqSolDB,-6.04,O,ConformerEnsemble(11 conformers),1.8027719158203974,472.53542858920775
0.35,Brc1ccc(-c2nc(-c3ccc4nc[nH]c4c3)no2)cc1,water,298.15,AqSolDB,-4.451,O,ConformerEnsemble(4 conformers),1.4511243822937292,499.53143454106026
1.0,Brc1ccc(-c2nc(-c3ccncc3)no2)cc1,water,298.15,AqSolDB,-6.18,O,ConformerEnsemble(4 conformers),0.26523463103718714,453.52849827610635
1.0,Brc1ccc(-c2ncc3ccccn23)cc1,water,298.15,AqSolDB,-3.97,O,ConformerEnsemble(4 conformers),2.2354464581493168,416.1119885884084
1.0,Brc1ccc(-c2nn[n-]n2)cc1,water,298.15,AqSolDB,-4.37,O,ConformerEnsemble(2 conformers),1.331083010813375,336.05182890355576
1.0,Brc1ccc(-c2nn[nH]n2)cc1,water,298.15,AqSolDB,-4.37,O,ConformerEnsemble(2 conformers),1.6734459274400915,340.0771782290418
1.0,Brc1ccc(-c2nnc(-c3cccnc3)o2)cc1,water,298.15,AqSolDB,-4.5,O,ConformerEnsemble(4 conformers),1.2261937583542692,453.0500873581612
1.0,Brc1ccc(-c2nnc(Cc3ccccc3)o2)cc1,water,298.15,AqSolDB,-4.88,O,ConformerEnsemble(8 conformers),1.5583771207488981,489.63138669635737
1.0,Brc1ccc(-c2noc(-c3ccccc3)n2)o1,water,298.15,AqSolDB,-5.99,O,ConformerEnsemble(4 conformers),2.010320513780156,441.70391576264296
1.0,Brc1ccc(-c2noc(-c3ccccn3)n2)o1,water,298.15,AqSolDB,-4.43,O,ConformerEnsemble(4 conformers),2.18230260522166,437.5181922969105
1.0,Brc1ccc(-n2cnc(-c3ccccc3)c2)cc1,water,298.15,AqSolDB,-5.48,O,ConformerEnsemble(4 conformers),0.36039787412788105,464.6902517141232
1.0,Brc1ccc(/C=N/Nc2nc3ccccc3o2)cc1,water,298.15,AqSolDB,-5.65,O,ConformerEnsemble(12 conformers),1.7100498651120202,487.7010713090634
1.0,Brc1ccc(/C=N/n2cnnc2)s1,water,298.15,AqSolDB,-4.05,O,ConformerEnsemble(4 conformers),1.9963156946956626,383.21095091759264
0.675,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1,water,298.15,AqSolDB,-9.72837,O,ConformerEnsemble(2 conformers),1.030465594621482,489.5524674386644
0.25,Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,water,298.15,AqSolDB,-8.06,O,ConformerEnsemble(2 conformers),0.046897155204602525,462.5116702161167
1.0,Brc1ccc(Br)c(Br)c1,water,298.15,AqSolDB,-4.54431,O,ConformerEnsemble(1 conformers),0.9671672990624858,327.5849975180843
1.0,Brc1ccc(Br)cc1,water,298.15,AqSolDB,-4.07069,O,ConformerEnsemble(1 conformers),6.5199427506129184e-06,300.7441493891213
1.0,Brc1ccc(C2=CC(c3ccco3)N3NN=NC3=N2)cc1,water,298.15,AqSolDB,-6.06,O,ConformerEnsemble(25 conformers),3.026269569322295,488.23011842742625
1.0,Brc1ccc(C2=CC(c3ccco3)n3nnnc3N2)cc1,water,298.15,AqSolDB,-6.06,O,ConformerEnsemble(15 conformers),1.6824550265119715,493.70539254452075
1.0,Brc1ccc(C2=CSC3=NCCN23)cc1,water,298.15,AqSolDB,-3.99,O,ConformerEnsemble(4 conformers),0.4338243588045771,410.6878803959939
1.0,Brc1ccc(C2=Nn3cnnc3SC2)cc1,water,298.15,AqSolDB,-4.14,O,ConformerEnsemble(8 conformers),1.8731051974486357,418.4375075330737
1.0,Brc1ccc(C2NCCS2)cc1,water,298.15,AqSolDB,-3.92,O,ConformerEnsemble(12 conformers),1.8027881180461756,372.6941258018805
1.0,Brc1ccc(C2[NH2+]CCS2)cc1,water,298.15,AqSolDB,-3.92,O,ConformerEnsemble(8 conformers),5.278039309168642,377.658240211851
1.0,Brc1ccc(C=NNc2nc3ccccc3o2)cc1,water,298.15,AqSolDB,-5.65,O,ConformerEnsemble(18 conformers),1.7463379797063958,487.24249420389515
1.0,Brc1ccc(C=Nn2cnnc2)s1,water,298.15,AqSolDB,-4.05,O,ConformerEnsemble(12 conformers),1.9992456155951968,382.92111915092295
1.0,Brc1ccc(CN2CCC(N3CCCCCC3)CC2)cc1,water,298.15,AqSolDB,-3.03,O,ConformerEnsemble(49 conformers),1.588924734187113,550.4320369719622
1.0,Brc1ccc(CN2CCCCCC2)cc1,water,298.15,AqSolDB,-4.33,O,ConformerEnsemble(33 conformers),1.8239348850593107,433.9354719238742
1.0,Brc1ccc(CN2CCN(c3ccccc3)CC2)o1,water,298.15,AqSolDB,-4.15,O,ConformerEnsemble(37 conformers),1.3496804292798235,496.66401763528967
1.0,Brc1ccc(CNCC2CCCO2)cc1,water,298.15,AqSolDB,-3.9,O,ConformerEnsemble(37 conformers),1.7070669746664184,438.87501309260057
1.0,Brc1ccc(CNc2ccc3ncccc3c2)cc1,water,298.15,AqSolDB,-6.02,O,ConformerEnsemble(8 conformers),1.5607817320876316,484.3657091587272
1.0,Brc1ccc(COc2cccc3cccnc23)cc1,water,298.15,AqSolDB,-5.14,O,ConformerEnsemble(5 conformers),2.1042026821496163,485.49375006378403
1.0,Brc1ccc(COn2ccnc2)cc1,water,298.15,AqSolDB,-3.82,O,ConformerEnsemble(15 conformers),1.6729189800441802,390.4313748391309
1.0,Brc1ccc(CSc2ccc(-c3ccco3)nn2)cc1,water,298.15,AqSolDB,-5.76,O,ConformerEnsemble(11 conformers),1.64791970051141,511.23341453344483
1.0,Brc1ccc(C[NH+]2CCCCCC2)cc1,water,298.15,AqSolDB,-4.33,O,ConformerEnsemble(33 conformers),6.924653160812162,436.8008569156344
1.0,Brc1ccc(C[NH+]2CCN(c3ccccc3)CC2)o1,water,298.15,AqSolDB,-4.16,O,ConformerEnsemble(45 conformers),3.121259409660563,504.0732992192145
1.0,Brc1ccc(C[NH2+]CC2CCCO2)cc1,water,298.15,AqSolDB,-3.9,O,ConformerEnsemble(30 conformers),7.431474295044689,450.4218335535256
1.0,Brc1ccc(I)cc1,water,298.15,AqSolDB,-4.50362,O,ConformerEnsemble(1 conformers),0.009435300442160942,310.64482866402767
1.0,Brc1ccc(Nc2[nH]cnc3nncc2-3)cc1,water,298.15,AqSolDB,-4.54,O,ConformerEnsemble(8 conformers),3.5352744119435178,424.4525366565614
1.0,Brc1ccc(Nc2nc(-c3cccnc3)cs2)cc1,water,298.15,AqSolDB,-6.04,O,ConformerEnsemble(12 conformers),1.737034119392022,485.1116527402706
1.0,Brc1ccc(Nc2ncnc3[nH]ncc23)cc1,water,298.15,AqSolDB,-4.54,O,ConformerEnsemble(6 conformers),1.4539779412837353,426.2419617309123
1.0,Brc1ccc(OCCCCN2CCCCC2)cc1,water,298.15,AqSolDB,-3.88,O,ConformerEnsemble(50 conformers),2.118381189947052,516.7441556994297
1.0,Brc1ccc(OCCCC[NH+]2CCCCC2)cc1,water,298.15,AqSolDB,-3.89,O,ConformerEnsemble(49 conformers),9.650493429001468,488.5103818939471
1.0,Brc1ccc(OCCCOc2cccc3cccnc23)cc1,water,298.15,AqSolDB,-5.65,O,ConformerEnsemble(38 conformers),2.3337518603921628,541.7150127984055
1.0,Brc1ccc(OCCN2CCOCC2)cc1,water,298.15,AqSolDB,-3.99,O,ConformerEnsemble(41 conformers),1.450976914094941,457.68143753043
1.0,Brc1ccc(OCC[NH+]2CCOCC2)cc1,water,298.15,AqSolDB,-4.0,O,ConformerEnsemble(41 conformers),8.919315367235514,458.1612251109958
1.0,Brc1ccc(OCc2cn3ccccc3n2)cc1,water,298.15,AqSolDB,-4.76,O,ConformerEnsemble(7 conformers),2.0489996581173506,464.81827789242703
1.0,Brc1ccc(OCc2nc3ccccc3[nH]2)cc1,water,298.15,AqSolDB,-5.1,O,ConformerEnsemble(7 conformers),1.594038527485946,464.2840984861323
1.0,Brc1ccc(OCc2nnnn2-c2ccccc2)cc1,water,298.15,AqSolDB,-4.72,O,ConformerEnsemble(27 conformers),2.34884736114009,456.2438502345261
1.0,Brc1ccc2[nH]c3c(c2c1)CCC3,water,298.15,AqSolDB,-4.88,O,ConformerEnsemble(1 conformers),2.6556809535842825,377.03300590267486
1.0,Brc1ccc2c(c1)C1OCCC1C(c1cccs1)N2,water,298.15,AqSolDB,-5.38,O,ConformerEnsemble(19 conformers),2.5746634183530372,467.1423801930375
0.675,Brc1ccc2c(c1)Sc1ccccc1N2,water,298.15,AqSolDB,-6.1107,O,ConformerEnsemble(1 conformers),2.2715380332322526,401.9839803046626
1.0,Brc1ccc2c(c1)[C@H]1OCC[C@H]1[C@@H](c1cccs1)N2,water,298.15,AqSolDB,-5.38,O,ConformerEnsemble(4 conformers),2.5851402276494806,469.39759627480464
1.0,Brc1ccc2ccccc2c1,water,298.15,AqSolDB,-4.40002,O,ConformerEnsemble(1 conformers),1.5214582726341812,333.0238845093786
1.0,Brc1ccc2ncnc(NCc3cccnc3)c2c1,water,298.15,AqSolDB,-3.96,O,ConformerEnsemble(13 conformers),1.04352172391882,467.78894755409914
1.0,Brc1ccc2oc(-c3cc[nH]n3)cc2c1,water,298.15,AqSolDB,-5.72,O,ConformerEnsemble(2 conformers),2.700887067728634,400.61299727610105
1.0,Brc1ccc2oc(-c3ccn[nH]3)cc2c1,water,298.15,AqSolDB,-5.72,O,ConformerEnsemble(2 conformers),0.7907664246746678,398.5671287840248
1.0,Brc1cccc(-c2cnco2)c1,water,298.15,AqSolDB,-4.75,O,ConformerEnsemble(2 conformers),1.1660446264264395,347.6344737784341
1.0,Brc1cccc(/C=N/Nc2nn[nH]n2)c1,water,298.15,AqSolDB,-4.36,O,ConformerEnsemble(12 conformers),1.5673484257196033,408.05071212225533
1.0,Brc1cccc(Br)c1,water,298.15,AqSolDB,-3.54114,O,ConformerEnsemble(1 conformers),1.2633878558245901,301.1141608005815
1.0,Brc1cccc(Br)c1Br,water,298.15,AqSolDB,-5.04004,O,ConformerEnsemble(1 conformers),1.9514818606028488,321.11475656267714
1.0,Brc1cccc(C2Nc3cccc4cccc(c34)N2)c1,water,298.15,AqSolDB,-6.04,O,ConformerEnsemble(4 conformers),1.1078911502471018,486.3140107836325
1.0,Brc1cccc(C=NNc2nn[n-]n2)c1,water,298.15,AqSolDB,-4.36,O,ConformerEnsemble(17 conformers),2.1239237025604023,402.4335185113498
1.0,Brc1cccc(C=NNc2nn[nH]n2)c1,water,298.15,AqSolDB,-4.36,O,ConformerEnsemble(17 conformers),1.567443712989807,408.08139809903224
1.0,Brc1cccc(C=Nc2cccc3ncccc23)c1,water,298.15,AqSolDB,-4.41,O,ConformerEnsemble(6 conformers),1.2060750178838606,483.12707165863765
1.0,Brc1cccc(CN2CCCCCC2)c1,water,298.15,AqSolDB,-4.25,O,ConformerEnsemble(30 conformers),1.664731660687883,433.0069507342149
1.0,Brc1cccc(CN2CCN(c3ncccn3)CC2)c1,water,298.15,AqSolDB,-4.12,O,ConformerEnsemble(36 conformers),1.541861013750099,506.57269737194497
1.0,Brc1cccc(CNCC2CCCO2)c1,water,298.15,AqSolDB,-3.82,O,ConformerEnsemble(39 conformers),1.765813588427111,441.59457731362943
1.0,Brc1cccc(CNCc2ccncc2)c1,water,298.15,AqSolDB,-3.82,O,ConformerEnsemble(28 conformers),1.4882556800582893,437.9681402228049
1.0,Brc1cccc(CNn2cnnc2)c1,water,298.15,AqSolDB,-4.05,O,ConformerEnsemble(12 conformers),2.0977356266328973,378.0674369143221
1.0,Brc1cccc(C[NH+]2CCCCCC2)c1,water,298.15,AqSolDB,-4.25,O,ConformerEnsemble(30 conformers),6.281074582963883,436.86139517894225
1.0,Brc1cccc(C[NH+]2CCN(c3ncccn3)CC2)c1,water,298.15,AqSolDB,-4.12,O,ConformerEnsemble(35 conformers),2.322783878977424,512.2150087814257
1.0,Brc1cccc(C[NH2+]CC2CCCO2)c1,water,298.15,AqSolDB,-3.83,O,ConformerEnsemble(31 conformers),6.610657553691656,450.3594200468727
1.0,Brc1cccc(C[NH2+]Cc2ccncc2)c1,water,298.15,AqSolDB,-3.83,O,ConformerEnsemble(21 conformers),3.359885021444245,446.0483880985373
1.0,Brc1cccc(Nc2nc(-c3cccnc3)cs2)c1,water,298.15,AqSolDB,-6.22,O,ConformerEnsemble(12 conformers),1.5818002857129914,482.5503116031245
0.35,Brc1cccc(Nc2nc3c(N4CCCC4)ncnc3s2)c1,water,298.15,AqSolDB,-3.39942,O,ConformerEnsemble(12 conformers),1.2802135076632004,511.65579410620336
0.35,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,water,298.15,AqSolDB,-1.39794,O,ConformerEnsemble(48 conformers),2.8063302423356977,567.6645265010919
0.35,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,water,298.15,AqSolDB,-1.45593,O,ConformerEnsemble(41 conformers),3.3345116770669256,602.7365473614893
0.25,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,water,298.15,AqSolDB,-2.82,O,ConformerEnsemble(8 conformers),2.645579743953451,497.78726117495376
0.25,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,water,298.15,AqSolDB,-3.96,O,ConformerEnsemble(8 conformers),1.525891874813139,490.8015990161905
0.35,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,water,298.15,AqSolDB,-7.35655,O,ConformerEnsemble(50 conformers),2.051041648012853,658.7557392494554
0.35,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,water,298.15,AqSolDB,-7.63827,O,ConformerEnsemble(45 conformers),3.092434744879951,574.1819709019625
0.35,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,water,298.15,AqSolDB,-8.0,O,ConformerEnsemble(50 conformers),2.008371353016223,628.7124318563485
0.35,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,water,298.15,AqSolDB,-7.82391,O,ConformerEnsemble(37 conformers),3.6513010423070575,606.4021380908889
0.35,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,water,298.15,AqSolDB,-7.76955,O,ConformerEnsemble(35 conformers),1.0467055644725647,557.1487878372463
0.35,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,water,298.15,AqSolDB,-7.92082,O,ConformerEnsemble(27 conformers),1.774853013037763,592.0857362373164
1.0,Brc1cccc(OCCCCn2cncn2)c1,water,298.15,AqSolDB,-4.33,O,ConformerEnsemble(38 conformers),1.5647742045255577,471.33926033533595
1.0,Brc1cccc2ccccc12,water,298.15,AqSolDB,-4.34889,O,ConformerEnsemble(1 conformers),1.4088234502483783,327.18378287848935
1.0,Brc1cccc2sc(N3CCCC3)nc12,water,298.15,AqSolDB,-4.74,O,ConformerEnsemble(2 conformers),2.019200149654787,419.12279505075935
1.0,Brc1ccccc1,water,298.15,AqSolDB,-2.55151,O,ConformerEnsemble(1 conformers),1.3837823038333084,267.6530778615191
1.0,Brc1ccccc1-c1cnco1,water,298.15,AqSolDB,-4.42,O,ConformerEnsemble(4 conformers),1.7316940343444058,338.02127945551655
1.0,Brc1ccccc1-c1nc2c3ccccc3ncn2n1,water,298.15,AqSolDB,-4.29,O,ConformerEnsemble(4 conformers),1.5037685388739668,466.24110693534675
1.0,Brc1ccccc1/C=N/N1CCCCC1,water,298.15,AqSolDB,-5.73,O,ConformerEnsemble(16 conformers),1.3392279655246415,428.9247830554105
1.0,Brc1ccccc1/C=N/Nc1ccccn1,water,298.15,AqSolDB,-5.96,O,ConformerEnsemble(9 conformers),1.3738838316391782,434.34236741391527
1.0,Brc1ccccc1/C=N/Nc1nc2ccccc2o1,water,298.15,AqSolDB,-5.8,O,ConformerEnsemble(12 conformers),1.3012951618815234,477.7411090489119
1.0,Brc1ccccc1Br,water,298.15,AqSolDB,-3.5,O,ConformerEnsemble(1 conformers),1.9625700658577303,294.6339272664831
1.0,Brc1ccccc1C1=Nn2c(nnc2-c2ccco2)SC1,water,298.15,AqSolDB,-4.18,O,ConformerEnsemble(8 conformers),3.1416843950394964,493.84758272600635
1.0,Brc1ccccc1C1N=C(c2ccccc2)NO1,water,298.15,AqSolDB,-4.46,O,ConformerEnsemble(11 conformers),1.8184829058825756,452.26546930901424
1.0,Brc1ccccc1C1NC(c2ccccc2)=NO1,water,298.15,AqSolDB,-4.46,O,ConformerEnsemble(7 conformers),1.5971508041684184,452.7056086508917
1.0,Brc1ccccc1C1Nc2cccc3cccc(c23)N1,water,298.15,AqSolDB,-5.06,O,ConformerEnsemble(4 conformers),1.6417954695868433,477.5215876946598
1.0,Brc1ccccc1C=NN1CCCCC1,water,298.15,AqSolDB,-5.73,O,ConformerEnsemble(12 conformers),1.3038326628346213,431.0854400561021
1.0,Brc1ccccc1C=NNc1ccccn1,water,298.15,AqSolDB,-5.96,O,ConformerEnsemble(13 conformers),1.3761804100998005,435.9845354688348
1.0,Brc1ccccc1C=NNc1nc2ccccc2o1,water,298.15,AqSolDB,-5.8,O,ConformerEnsemble(14 conformers),1.3014138207291452,477.88844931536914
1.0,Brc1ccccc1CN1CCC(Cc2ccccc2)CC1,water,298.15,AqSolDB,-5.12,O,ConformerEnsemble(48 conformers),1.2666522620928864,529.4315469192129
1.0,Brc1ccccc1CN1CCC(N2CCCCCC2)CC1,water,298.15,AqSolDB,-3.03,O,ConformerEnsemble(48 conformers),1.4428964915733655,537.6556083652953
1.0,Brc1ccccc1C[NH+]1CCC(Cc2ccccc2)CC1,water,298.15,AqSolDB,-5.12,O,ConformerEnsemble(48 conformers),1.9624200609800886,532.4080167499137
1.0,Brc1ccccc1Cn1cnc2ccccc21,water,298.15,AqSolDB,-4.01,O,ConformerEnsemble(9 conformers),1.6142259384424533,428.9957596177102
1.0,Brc1ccccc1OCCCCN1CCCCC1,water,298.15,AqSolDB,-3.9,O,ConformerEnsemble(49 conformers),1.7788827582150484,507.8328874753329
1.0,Brc1ccccc1OCCCC[NH+]1CCCCC1,water,298.15,AqSolDB,-3.9,O,ConformerEnsemble(49 conformers),5.520081285252848,465.5000947016123
1.0,Brc1ccccc1OCCCOc1cccc2cccnc12,water,298.15,AqSolDB,-5.38,O,ConformerEnsemble(41 conformers),1.4290101350160398,461.02066881899344
1.0,Brc1ccccc1OCCN1CCCC1,water,298.15,AqSolDB,-3.93,O,ConformerEnsemble(35 conformers),1.6603740190554341,432.98635429312594
1.0,Brc1ccccc1OCC[NH+]1CCCC1,water,298.15,AqSolDB,-3.93,O,ConformerEnsemble(29 conformers),5.290186927314141,412.97089049645933
1.0,Brc1ccccc1OCC[NH+]1CCOCC1,water,298.15,AqSolDB,-3.71,O,ConformerEnsemble(35 conformers),4.917471522206396,424.5274634328768
