SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source,ensemble_rdkit,dipole,mol_structure,HBAcceptor,HBDonor,AromaticRings
ON(Cc1ccccc1)Cc1ccccc1,323.15,0.01168,methanol,CO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeda80>,2,1,2
CC1(C)NC(=O)NC1=O,283.15,0.06472,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed3f0>,2,2,0
CC1(C)NC(=O)NC1=O,288.15,0.07191,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed770>,2,2,0
CC1(C)NC(=O)NC1=O,293.15,0.08056,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed620>,2,2,0
CC1(C)NC(=O)NC1=O,298.15,0.08964,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed930>,2,2,0
CC1(C)NC(=O)NC1=O,303.15,0.09932,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed8c0>,2,2,0
CC1(C)NC(=O)NC1=O,308.15,0.1111,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed5b0>,2,2,0
CC1(C)NC(=O)NC1=O,313.15,0.1224,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed380>,2,2,0
CC1(C)NC(=O)NC1=O,318.15,0.1354,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed850>,2,2,0
CC1(C)NC(=O)NC1=O,323.15,0.1498,methanol,CO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed310>,2,2,0
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,273.15,0.000103,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deed690>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,278.15,0.000126,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedaf0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,283.15,0.00015,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedb60>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,288.15,0.000177,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedbd0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,293.15,0.000202,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedc40>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,298.15,0.00023,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedcb0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,0.000261,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedd20>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,308.15,0.000298,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedd90>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,313.15,0.000334,methanol,CO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deede00>,7,1,2
O=Cc1cc(Br)c(O)c(Br)c1,278.15,0.001952,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deede70>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,283.15,0.002197,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedee0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,288.15,0.002521,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedf50>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,293.15,0.002939,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deedfc0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,298.15,0.00341,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee030>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.003954,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee0a0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,308.15,0.004573,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee110>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,313.15,0.005259,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee180>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,318.15,0.006039,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee1f0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,323.15,0.006886,methanol,CO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee260>,2,1,1
ON(Cc1ccccc1)Cc1ccccc1,273.15,0.00127,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee2d0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,279.15,0.001724,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee340>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,283.45,0.002149,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee3b0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,289.05,0.002808,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee420>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,293.05,0.003416,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee490>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,297.65,0.004261,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee500>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,302.85,0.005428,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee570>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,308.05,0.006948,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee5e0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,313.15,0.008633,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee650>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,317.15,0.01031,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee6c0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,323.15,0.01297,ethanol,CCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee730>,2,1,2
CC1(C)NC(=O)NC1=O,283.15,0.04121,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee7a0>,2,2,0
CC1(C)NC(=O)NC1=O,288.15,0.04652,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee810>,2,2,0
CC1(C)NC(=O)NC1=O,293.15,0.05256,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee880>,2,2,0
CC1(C)NC(=O)NC1=O,298.15,0.05924,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee8f0>,2,2,0
CC1(C)NC(=O)NC1=O,303.15,0.06718,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee960>,2,2,0
CC1(C)NC(=O)NC1=O,308.15,0.07566,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deee9d0>,2,2,0
CC1(C)NC(=O)NC1=O,313.15,0.08455,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeea40>,2,2,0
CC1(C)NC(=O)NC1=O,318.15,0.09606,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeeab0>,2,2,0
CC1(C)NC(=O)NC1=O,323.15,0.1084,ethanol,CCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeeb20>,2,2,0
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,273.15,0.000117,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeeb90>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,278.15,0.000147,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeec00>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,283.15,0.000179,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeec70>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,288.15,0.000211,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeece0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,293.15,0.000246,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeed50>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,298.15,0.000285,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeedc0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,0.000331,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeee30>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,308.15,0.000385,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeeea0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,313.15,0.00045,ethanol,CCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeef10>,7,1,2
O=Cc1cc(Br)c(O)c(Br)c1,278.15,0.002806,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeef80>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,283.15,0.003135,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeeff0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,288.15,0.003577,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef060>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,293.15,0.004131,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef0d0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,298.15,0.00477,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef140>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.005547,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef1b0>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,308.15,0.006463,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef220>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,313.15,0.00742,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef290>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,318.15,0.008506,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef300>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,323.15,0.009735,ethanol,CCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef370>,2,1,1
ON(Cc1ccccc1)Cc1ccccc1,273.15,0.001361,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef3e0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,279.15,0.001874,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef450>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,283.45,0.002317,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef4c0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,289.05,0.003128,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef530>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,293.05,0.003826,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef5a0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,297.65,0.004759,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef610>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,302.85,0.006058,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef680>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,308.05,0.007807,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef6f0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,313.15,0.009912,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef760>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,317.15,0.01197,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef7d0>,2,1,2
ON(Cc1ccccc1)Cc1ccccc1,323.15,0.01504,n-propanol,CCCO,10.1021/acs.jced.9b01028,ConformerEnsemble(10 conformers),0.7486257090061631,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef840>,2,1,2
CC1(C)NC(=O)NC1=O,283.15,0.03263,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef8b0>,2,2,0
CC1(C)NC(=O)NC1=O,288.15,0.03732,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef920>,2,2,0
CC1(C)NC(=O)NC1=O,293.15,0.0424,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deef990>,2,2,0
CC1(C)NC(=O)NC1=O,298.15,0.04761,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefa00>,2,2,0
CC1(C)NC(=O)NC1=O,303.15,0.05429,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefa70>,2,2,0
CC1(C)NC(=O)NC1=O,308.15,0.06164,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefae0>,2,2,0
CC1(C)NC(=O)NC1=O,313.15,0.06874,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefb50>,2,2,0
CC1(C)NC(=O)NC1=O,318.15,0.07884,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefbc0>,2,2,0
CC1(C)NC(=O)NC1=O,323.15,0.08814,n-propanol,CCCO,10.1021/acs.jced.9b01020,ConformerEnsemble(2 conformers),1.2639986586795093,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefc30>,2,2,0
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,273.15,0.000138,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefca0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,278.15,0.000173,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefd10>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,283.15,0.000211,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefd80>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,288.15,0.00025,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefdf0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,293.15,0.00029,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefe60>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,298.15,0.000336,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deefed0>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,0.00039,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9deeff40>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,308.15,0.000453,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9df34040>,7,1,2
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,313.15,0.000525,n-propanol,CCCO,10.1021/acs.jced.0c00254,ConformerEnsemble(7 conformers),3.971880136119661,<rdkit.Chem.rdchem.Mol object at 0x2b9c9df340b0>,7,1,2
O=Cc1cc(Br)c(O)c(Br)c1,278.15,0.003391,n-propanol,CCCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9df34120>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,283.15,0.003794,n-propanol,CCCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9df34190>,2,1,1
O=Cc1cc(Br)c(O)c(Br)c1,288.15,0.004338,n-propanol,CCCO,10.1021/acs.jced.0c00376,ConformerEnsemble(2 conformers),0.5757544995390713,<rdkit.Chem.rdchem.Mol object at 0x2b9c9df34200>,2,1,1
